AFNLWGT,AGI,EMCONTRB,FEDTAX,PTOTVAL,STATETAX,TAXINC,POTHVAL,INTVAL,PEARNVAL,FICA,WSALVAL,ERNVAL
275123.9591396204,46043.63853803196,-5642.970020872444,-6560.521526329825,37661.08556092674,4940.016609914626,28845.549319588466,-836.7282234447032,5623.691930391426,44848.102129817315,4441.522607455627,41016.387592834275,44179.62339286213
249873.43793423238,53538.33169774768,285.4194746568387,6057.357690795357,31218.658609102466,506.4792950513274,33433.45891862983,-5968.65143156723,-4211.711582367802,42100.21558186601,1310.0103798567081,30361.41576402001,37765.63232685764
299797.05004090123,58907.87467622997,379.5098217955997,477.5952459861064,55724.92575139975,5255.7544572441875,27985.39635320932,9899.31227519465,2436.9771877140793,58214.972241784475,6392.319401652496,46149.432424169354,56479.40676702477
165746.55819450846,44678.176524511,11315.368346540567,10902.707989397375,18413.2132987128,4537.8166855746,27205.317550170686,-2089.007113132782,6658.113429927888,24377.471079493276,4785.7185858438825,18994.590048124544,15376.730686291825
166033.8606292992,32114.776380602052,2970.22391714337,3932.8375751881267,29273.579478642037,-6128.091055872582,36462.588079325935,-9926.099537722785,-3164.7001864602576,25797.25189453546,290.88835198640095,18522.306278979773,26369.33510832801
200132.5286223405,36884.303459445735,2319.9505833464927,7719.655693835123,29447.254147210795,3627.208732882341,11947.890441782369,-9314.327635444926,939.2003845498366,34803.47357880199,2723.6654823308527,29947.790209745814,38618.57573376828
173475.772652701,9767.974806291417,9611.342895597754,1469.7864638406118,12515.825596322544,-6384.835107166028,-3542.966681785184,-7867.388009495582,3083.7900653244255,915.1148633220928,-4309.493901123976,514.6975545427867,16575.598176716107
255274.14296773888,22715.407009666156,1482.058435389873,2041.7765799842787,30491.542954726323,2085.0812136644963,6177.61560387314,1094.6890704394893,-6962.363490922808,23312.070788310968,-73.76878780596553,20549.862608726642,28340.25147274545
186282.3451840069,88558.28333683773,3468.7459553826598,11223.987988301431,104071.84404940873,10717.428418611182,61658.234986476426,-2562.2400087777514,3223.8475404851233,84087.3361593727,4891.852901421467,93408.90765881486,86851.34157237996
245101.57806148203,70203.24840342424,3438.1849023192553,10834.921119963858,46320.91985802399,-5863.11733643307,49217.46455755293,-1485.3808799270937,2915.368355624689,40313.04365611639,261.614813589616,26390.279986166017,46630.164182870474
277377.47238016874,30823.32069074388,9421.85884129578,12071.20411026437,16886.330337331237,5143.001539069192,21821.324209372084,9198.473016013148,-7877.879539980219,22298.02796715478,6794.700903349604,12569.768952249047,11485.472361837245
281519.6164425966,56277.006480884884,-2350.274886178041,8876.938132365727,49544.244917023054,-2217.9217351219895,47031.19901240628,5250.60628573961,12085.705194362501,40289.00273327923,-10492.495780689238,50619.30978322352,39470.68393378111
180874.58329964586,-1433.1021568745673,-9007.977254445981,9797.512765909247,7634.0482624301885,3087.5106694615433,4957.153575594997,4336.112073531875,4933.644420097996,-495.8987271111264,7635.624014878257,9274.597359505995,-106.1770696498852
238321.10780379098,78792.61781292151,-1210.0132112104457,9818.124066751583,35808.24142175696,8593.058175062353,62537.963689619435,6326.677394708819,-8531.903345751494,26493.365141198075,-2086.659931301354,28260.10065745403,34679.828986273504
345661.418189236,30675.050099387663,817.2477943577364,839.3615836431501,11272.031250971839,3542.935347389896,11511.056145449089,472.5347012939822,3719.842585513271,16667.43674316958,-1013.2953339738986,-3901.997346248072,9806.6021582228
195938.2631735267,54023.65599937841,6380.850238483598,12217.52831942372,42581.74329346111,7879.874001827822,37568.41924579259,5699.345815928662,-2869.4417576805763,41257.33210678783,4606.09967358358,39538.86443497223,35022.071123747
201735.54402718897,60163.71570788444,4832.257138082337,5645.1975178050525,42840.56607341571,8838.20493621111,46278.53324116261,9709.70703825857,-1778.7116476982892,30948.424304052212,4885.881460662533,19494.001527847486,24437.859438034466
200827.37863353945,13285.096174409586,-3529.7002111889733,5805.899074628837,17071.674426464764,15950.171559567612,11607.993917135478,6236.861312807513,-9282.222523791212,17047.409669377008,-2428.328028320439,25589.077838313817,16242.248152210133
284681.73387894494,34292.96580795233,998.1161395512712,8144.840876515967,40100.76840454066,8338.5829961411,27199.121532014342,2399.3820627121668,227.6557802303225,43071.097061295986,1331.0406184226438,43165.834443493804,37630.880415434964
254059.41341072659,14596.271583524209,-136.51601321589624,14122.017610937479,19436.274443113994,-9713.663870188104,5759.84161654045,16118.699893732872,-2080.514318079524,16525.688409508093,4862.7373244916525,15682.8710837945,-3251.453851608525
286484.4189626143,95511.49330677371,-1764.706138842459,16182.383322991722,40316.83725102319,4703.2069797687855,68194.31117205031,-8081.684831183002,5232.1481023889255,37208.163377474295,1820.363369026677,23571.84865010786,38872.858877246246
264926.611030491,40477.17624469459,-1738.1528289805183,10247.96910197983,35839.687617706964,1490.4383989395162,38550.977618498626,-9042.276158911489,-2790.3091374447454,36207.40061195911,12135.572888013567,32178.76693841785,42697.01590121308
242714.99550436626,58647.202443512404,6196.417977588359,6713.707015964985,42883.574319216605,-1486.898235445913,50789.4235000022,-1155.7501726219648,5655.692415824944,48618.78418977103,6362.313385743457,28642.328680594677,41315.41536456695
184524.41408792522,42043.32085936028,215.15875770410503,-4569.120631238674,39319.45860900276,5950.01300161243,7092.157339406597,3298.8107316312357,15855.110428154147,41274.00737668482,-5585.0315504074715,45065.11108537697,38407.240364487436
196022.60929289417,49446.06817763348,8875.691190519854,4425.9087622693,31981.844565655287,6555.685097380247,33410.35609589791,2767.5004951807587,4527.706388570492,29616.708399477688,-15400.00015219409,41467.89647653325,44150.88770474917
187863.47794430653,54981.444128020354,5853.031022458171,-100.1426991774133,22336.514692651162,-2441.696573068441,42830.44326932097,-2995.9452716644973,896.3477373672091,29616.13299816212,7574.799259268945,25165.54227809846,29521.400749061326
