AFNLWGT,AGI,EMCONTRB,FEDTAX,PTOTVAL,STATETAX,TAXINC,POTHVAL,INTVAL,PEARNVAL,FICA,WSALVAL,ERNVAL
267511.17111819074,54376.066953157395,337.5971464413392,2394.233444804993,28459.958364911214,363.67414906776594,33441.92540428593,-7374.213354529983,-3241.9200160299174,37807.40477416269,5186.827642515925,43853.24764111884,46069.71666466013
252044.0839879373,65971.52118914318,1752.7365445866208,18769.37639782845,57515.647410160804,780.167727360875,34522.55058556725,-5296.6561690806775,-5065.896208591817,44941.79502002651,-138.081635242454,58147.73323320833,51781.36493673136
306023.4756706842,50543.506450607645,-663.4635768822359,4043.9812612301394,44265.255509087285,-837.0322529927021,31978.72020446879,-704.6953492359232,-3148.3521660499296,70505.07120884872,2396.950151349747,59680.85102946715,55534.947243046394
167760.19746506566,45757.77560987462,1880.243909228457,2561.699392132101,26169.25888981191,-5497.387953242456,19191.84706159463,-5973.084000374356,-7566.361034508016,27034.496645027415,-1335.4567201080658,32642.86983125368,35506.0991753862
172003.3152140428,31481.286441128163,3683.750103680949,1860.2967260831756,29896.149711595186,2159.871755979027,30468.3662947251,-6173.087385155242,3353.5857041753284,25478.60141892556,-2608.830167662094,21981.44925370151,15828.259453723706
186542.8214671246,44701.06209164423,469.1341217327913,734.8631197903458,31023.670413855278,4212.388052407439,26109.12938569596,-1388.3046738742519,5774.231077882238,30201.00966766606,-8467.805407412638,27822.633374383568,27480.8890804481
175431.3684956572,4576.765359020981,-5714.903560508031,1478.2155722764417,9627.460111694438,3823.371817490295,-3455.720288355161,4920.629097468302,2869.0287430246412,1606.9199155509923,-3000.237467506519,9679.88026628643,14176.144286792263
259382.02375136674,21688.092791234543,5834.189783019232,4864.815364884357,20607.12251173941,-2346.3670166271713,-3703.803744170563,4506.268904245423,5739.399972458734,34591.1818158633,-5157.845227637834,34201.05955579821,30041.426334238175
184816.03115800276,91508.0204695662,-434.7565332670911,11285.357582465303,102627.08406346673,18247.894997110998,70511.09671221852,20384.133353418198,784.3427871289286,99399.0770004349,9903.182617954088,75036.58533557039,86394.1534521472
249412.8101119984,68073.04016662863,-13609.629867875348,18135.1157070572,32527.747484976066,3906.396159997792,43879.37072280064,-109.44146955353017,-3040.8220354031528,30651.98488845573,1032.4550040385602,43842.684557213935,51070.16204357038
270508.4326495096,38700.5730070235,-5613.026970135479,-8133.945852180057,21793.433949657232,-5394.893743952054,20376.212162577427,4543.488591698398,-1093.6329947345075,16234.921918091188,-1804.887269249588,23167.45044611711,24840.81547218967
279609.4578855158,61240.792885609706,3572.7211636777974,8634.866049498518,52795.15640791125,3206.6017819252183,41189.101248512714,28174.5216069908,25644.537120739806,34646.310692942134,6914.932329944349,42782.22400936014,38822.35395878686
178916.06377365565,6191.991486656144,-18331.8141192029,-329.6613507814366,6656.458442575933,-7328.9158644326435,6442.712860049811,-11227.350565204926,3015.353596212125,12370.768790569331,-194.24403878126623,-7339.95516217739,7523.408262196508
250297.75910667147,69870.3048112905,7508.174228901205,8660.574623249757,32787.19743553087,8271.659234037146,48962.7286996537,3790.2798370320397,5397.734294909841,24502.768699254033,-3942.8453539563225,17728.21950435252,28635.131765390222
336877.86600392504,18628.267055159697,-35.65489569177748,2710.669230182128,17832.990078374492,-7906.333789641321,4236.249582553795,4604.405663080757,-9941.253972467784,4766.3682736631,5687.097388355047,6689.976326509787,-312.45241909492415
198042.11796230663,65885.49187740115,17721.50768459911,987.0833376763667,46139.19420903061,-2554.9854229193115,43448.979945755455,-2258.6327357001874,4207.521240540708,46177.49205903456,-16301.897817079189,33522.83590375056,42942.03741427813
195100.609577804,64687.78319066804,-821.7143460339171,5942.076213359474,24007.997789815494,11133.307930681109,52373.91618418581,9134.315102487963,214.9725940832177,36887.846047865634,3462.331276488904,32745.01029472296,21063.122046138225
195207.07637520845,7941.918070150969,856.1584347283946,1367.9708449979294,20444.516199395966,-8707.901977103467,-7322.308799992412,11196.680179496356,-4100.370593844957,17919.100803950874,-3197.5631655188636,18948.81608805042,17091.36960034897
269036.17616002494,41082.4260148572,-3644.046541685795,9608.330543550288,44686.38863541551,-8307.861495071955,20098.179258065327,424.7276377782686,-15737.405190497624,38286.07178234755,1857.5385063449605,29153.188852295832,27251.521762996254
245238.39787568475,15866.566304633685,3583.4593217931183,-4063.4973495202867,6370.085345446318,-8005.070128238571,-8149.924884997294,356.4158559063544,2578.563014468604,10338.60394820213,-5608.972850843541,3660.341553690376,11564.527263990309
278854.07857235207,89484.9978121358,-2092.0528626771347,15988.00278577063,41483.99128455414,10363.14827240225,74697.98946409268,2499.971139494492,-9641.245835567397,30209.650614967115,5306.185559728477,33794.33307286369,40431.500501829425
272995.93166523013,44899.95950537307,21350.36410909904,8769.65905484185,40107.43667812231,-7291.76168564726,34890.430159689764,4827.315027310772,-6689.20836144999,44972.15147636359,-1249.3945784847197,42194.906083462454,35828.761787553085
247668.03859854836,61101.81971348941,-11046.255392032117,17914.562366374295,41044.72058056323,-1114.2416777206176,46449.319220647456,5054.518109209675,-4363.720883136193,29155.830605251183,1948.038861116102,39155.59175027797,29416.811435461626
183628.22082770037,41063.55270114747,-2983.1241965474637,-3189.5216364259695,33218.88726774784,14930.343846032447,24679.846851442293,4612.937110969228,12311.562874020843,51186.341023818786,16252.998163673441,35842.11237348679,42718.768350807026
200892.2613828402,66027.76976408575,270.9187316369821,16350.145054797576,40668.02077881039,2640.2018449561974,47657.59570746291,4281.265717353546,-753.1355568954159,36612.80407012503,-250.2307041234335,42189.366287286226,29540.17294082007
184260.29235047282,51355.040948340014,4310.715712959878,-5007.826324931124,25531.36814767462,-1485.9505295010777,19471.276292812458,-10344.344342148377,1946.6641492076626,24056.055524111678,-1024.2200608616781,25144.987941399264,26855.63620151643
173865.20316149766,13855.522031958983,4604.578088641436,-6060.518797558397,20591.26727536173,-561.5819344936906,12296.718259808467,9039.184054588022,-1569.080557271568,20592.395221390332,-808.8606228883325,-2947.46455929233,-6670.078880184399
147112.8482810027,70809.62097955786,5056.494814628134,7956.582642167133,44012.97207689137,-5698.669199703598,46099.46491020249,5878.450879780616,-7364.441156155717,58739.20760652817,6763.4006472152905,58222.93976897102,63344.97918126159
42565.499973613114,74877.89210042082,-697.4941209321905,5871.141128738551,71150.45908745153,4129.262052912749,35291.914457863255,2960.36939963341,-4884.154377067334,58102.15501152778,657.9359335527251,62717.040308984295,52705.98547203206
269033.0756625511,73980.25805277647,3135.511038254891,-164.1500241162039,37188.490840488914,1465.5982460872328,42719.349208944,6490.104033408203,8164.573987723879,41398.273525369725,-15239.063985806784,32872.728920433176,34783.8581276728
265330.50423521857,75737.80844034842,4865.539315312334,10955.821262698872,64007.68530268675,11780.080861309003,55163.29940552815,-2083.1465962231428,-696.7793256886071,66294.1819253524,-1633.5502919966375,57843.38536152455,67056.33986459812
210801.29747728127,32522.125845917853,-12386.706669834595,6295.787646549008,31204.581154612963,471.69920387874714,13093.80595678191,9048.234414679746,5820.424797199248,20441.915631053213,-503.6738417751476,22724.572017358532,42617.71443173126
