AFNLWGT,AGI,EMCONTRB,FEDTAX,PTOTVAL,STATETAX,TAXINC,POTHVAL,INTVAL,PEARNVAL,FICA,WSALVAL,ERNVAL
267173.2438385947,50307.636962518045,2397.713085157374,6364.196100325422,44901.725478198845,4924.187759523978,29572.098759461493,-2247.3901023366693,-3664.0220810818646,46346.55176013169,5728.083214102326,46183.518343764794,40360.292812554544
249377.561457621,58925.35191728121,4001.4663053606755,9105.041667237563,40781.754703305734,-8493.65338614782,40664.418686544836,5413.441314966632,-2982.0006022853327,46853.82047535988,2640.2202084267865,35886.63475672949,45935.43376893913
304636.162035112,60614.59826071064,2489.5726613461156,11457.04464761289,51404.967860470155,-2844.1689007842524,33217.29654068854,1453.8589286979327,781.5289667918889,57722.61502379628,9660.25906508715,43724.52257925142,52286.24544928914
171637.5176746678,42427.277345988914,10981.820008591132,3679.940347937844,29036.619548641764,-2407.374369811381,20454.60605716452,-6562.8612002623795,1254.6650090156568,15443.182693420857,2063.0403413827194,14053.944747711661,24996.380536714893
183603.75507198132,41510.89739265226,10947.663623102455,7136.613057806353,26427.11166265971,9159.105532843492,36884.00291128378,8983.654151216166,2216.661444737854,7671.236221868245,-2391.6532934330353,24620.72215743122,21263.829484426602
196494.69430009933,32515.31090438632,7884.681664817858,13088.169382985063,31553.718866003313,-8346.225563741164,11439.430243804094,3691.6857856480597,187.30524794902377,24562.91655039349,13240.330548420065,31282.13051358055,33558.07512755069
182846.35557097974,4839.491375830352,6949.20253472545,2140.8436293768164,8701.37241893889,1259.3040121237614,-660.5825163966424,3018.534541987954,4984.58881791956,4497.802708581896,3229.5287964945537,9652.918038506667,12466.072557438743
254318.89619603785,21813.718968499248,1187.9127084171018,-4835.543762117421,29152.879280782374,15977.57084738285,10737.76801253681,3043.4053245433192,591.473237547013,23693.36152427037,2064.787568595719,26135.655379346103,23945.507592688937
190774.8038983399,103287.89602653797,4273.996260610294,8744.52195345781,98317.34782387665,-92.63322372994799,56292.90159488039,12512.080106557103,3155.6165383312696,89388.12621651485,4184.892283776868,85759.55684455374,83601.55318688304
260296.02335639246,67774.28587650841,4889.065534257511,10780.905001035257,44391.50782867698,-2249.7960876475527,47639.07438874398,3106.762181339563,226.5917038715429,43413.167225766076,6725.146647997886,48334.77949969391,40075.2327567954
267627.39061944344,30109.18110942886,9300.483802768977,-995.1126248619803,23553.638261686257,-1086.7862987963458,27619.150030059092,1110.825746548696,-3359.795320315173,17128.73571918231,5203.688797560302,22380.85790099558,22068.20710902922
281435.4414387597,57953.31939024835,6943.2601136358835,7984.740878943081,56536.97594981175,-7650.447890825477,31642.715147714545,19440.135858142414,14560.351834953382,40973.39001273601,15225.75451917786,40310.54891944884,47034.53721830855
