AFNLWGT,AGI,EMCONTRB,FEDTAX,PTOTVAL,STATETAX,TAXINC,POTHVAL,INTVAL,PEARNVAL,FICA,WSALVAL,ERNVAL
274148.1793969114,43731.66792749177,16673.193048343826,-1133.804946619236,46332.12224058713,8033.700020870895,21759.83182092934,-14433.884072803397,-675.3406466298185,50813.009096691596,27996.499355872704,40945.50838787304,37945.030438431495
245436.78115957158,59468.48332173038,5810.644608458142,-4002.546539782754,38461.73377441464,5213.839920836492,47841.47699460289,11226.501299753596,-7527.6303195202,22566.813571622297,3614.3526815093,27357.26549388632,55161.69953372778
292055.64771963144,40011.54909258883,6977.040331129336,3830.783062613855,73418.29963172706,-14807.5957224759,29663.0120301513,-2186.7328143563673,8976.86339895137,65730.90190045036,6010.605942524607,62357.48257301251,54593.62892451404
165230.90109677662,30400.837953901446,82.21081215715162,12016.395026742044,29386.949978972327,12874.957243970352,27316.045890189995,1244.986813688265,17478.62323166039,16720.806021781107,6585.692120140133,6183.216165637907,31677.040146757558
187593.5966009068,43979.25989458609,-5068.537748497667,13934.468657861888,11610.945513356799,-9533.877603428997,15142.774546406876,2177.5395890636373,3627.93724031182,10841.722874923995,6595.05422155299,19166.13159986916,15359.29274584649
186656.4308325793,32801.95830280609,787.0548085188989,12949.972934682459,21336.585491736165,-200.31549706346323,13513.662966283699,-1445.271020591782,7692.560169471149,33590.20665382388,11971.398022839812,32060.20915697127,26032.935473087346
172503.76078818992,12762.781466876348,-591.5083573791596,-769.322024202705,10559.623121873297,-579.3558502747209,5637.961349071978,10298.200832515004,-4436.375404804294,3099.4138200207954,4173.290216102621,9069.603198471576,9207.238115126143
250196.4434674142,19878.22359975863,145.5743176278711,-6170.787681691211,19019.115294812047,-11921.464589500281,10614.898769477322,732.8100560950775,-849.8479454093434,33855.097596145766,11916.209900697748,30826.95611289844,31384.883232776898
175096.99840057676,96524.58380558426,12219.762559321236,8767.359172018529,90681.1184216302,-8412.75077831807,49410.00023156577,-4310.9780216412655,11677.94421930617,83422.11262720182,14432.893892835682,85167.79985781724,89147.00304062731
239825.5697682365,76704.57373185977,-5996.465138838361,5953.942674316699,41511.66504210295,12091.862268646988,64748.33042725646,-7804.21233713107,-1652.0153652218041,38700.98865497612,8354.77998504479,39281.13413929078,48934.961121354645
284482.0676631943,28596.67196512462,10327.521390304024,-17900.095773121797,23247.132465788334,-591.8425822797121,23158.712287789578,1548.8095216056176,-3810.178089459503,13319.32666672292,1908.302896468665,21961.605476293487,24775.631044907528
285833.64791050286,42608.33829871072,-2018.2727957166271,934.8601216559391,48585.01526927625,-12849.38686330567,36854.680880771266,14080.828996024593,23298.873285926373,39722.674356032105,4479.047808614226,44844.06451288739,35885.29693534583
183648.2303297061,6787.219563775013,8293.77505983135,-2182.9630304725583,17982.766793593866,-5320.97222936651,4355.9414837529175,7570.868085082404,-2550.826936660638,8847.238776741846,3805.5348903646063,2291.7124352939427,-11949.144164918222
265409.7891649683,71435.08264289885,-3661.311602897522,37087.096556633885,50690.41913857486,19125.699729669912,55072.90997815259,14812.049540165004,-9712.543171976866,38504.844269914414,-6354.94364116774,29576.78292334157,40184.46292438065
359028.5191907023,17788.651468739874,1847.8152376902285,-6495.143885058379,10547.416047463706,-2257.5597384426546,3475.0106626315205,931.3047503961114,2729.8143910025856,6516.06522549297,-5392.55901128116,-6920.254671575067,2318.973603716871
189802.71411517484,66207.40561895992,3568.513579347909,8767.205755189421,57752.54759545221,-7381.444776814729,45289.92505913179,-4062.008572955796,789.9648984531692,50731.444122697525,-6272.236186125781,40475.46748316816,43931.69245193948
211473.17253323607,58900.87779624119,2353.0516665429736,2626.6238311766456,31669.78495311877,165.90990142441888,45542.17836709018,-10315.955777551491,15453.701395695796,30035.721399422135,1716.0320098950142,17942.0627163341,21009.698280991164
202549.70681083962,30439.537380474572,-5409.090644318357,266.55110478273326,16883.37152866078,1029.5374079621465,3519.309714140531,-12107.148768208574,2859.236144491428,18165.181349697952,-1870.4586846213474,11580.760142352381,20655.475359877142
288371.33801300643,31921.12382999866,11542.883050189657,13357.623486098295,40295.09134853097,-4036.0165633111437,34923.83501256586,3507.8829372579576,-3479.010884456061,26013.150521687443,14251.149579228537,55581.29037927414,41287.25814911832
245622.9679868247,9262.604245541466,-12821.196088705748,-11899.172575966923,23442.15281705137,-1587.4771348448983,-3276.7858272247177,16792.220283840037,268.49912726908883,14001.929103357394,-9497.870367957124,12550.672251390763,17755.24184567583
286392.88764721865,104061.17863895938,12769.950194509134,22800.07705828071,40734.23811184381,3778.0691869023053,73439.05866220407,6153.963764097722,483.97265990300093,15989.638903569474,-2526.782783288192,42252.967136618325,38207.3438689206
271916.9473044291,43935.741044948765,1869.316088074745,4725.501980251916,38461.094200564345,2466.3093730568057,45093.10962886583,10926.4300030971,9463.606601410625,37031.84362791327,2408.5388583088916,22269.612697135282,35867.675866769554
